Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.007280000000000,0,0x68,0x34,Write,ACK
0.007497500000000,1,0x69,0x00,Read,NAK
0.008041500000000,2,0x60,0x6E,Write,ACK
0.008259500000000,3,0x61,0x73,Read,ACK
0.008364500000000,3,0x61,0x01,Read,NAK
0.008906500000000,4,0x60,0x69,Write,ACK
0.009009000000000,4,0x60,0x80,Write,ACK
0.009545000000000,5,0x60,0x6E,Write,ACK
0.009763000000000,6,0x61,0xBB,Read,ACK
0.009868000000000,6,0x61,0x00,Read,NAK
0.010409500000000,7,0x60,0x6E,Write,ACK
0.010803500000000,8,0x61,0xBB,Read,ACK
0.010908500000000,8,0x61,0x00,Read,NAK
0.011456500000000,9,0x60,0x69,Write,ACK
0.011559000000000,9,0x60,0xFF,Write,ACK
0.012181000000000,10,0x60,0x70,Write,ACK
0.012399000000000,11,0x61,0x00,Read,NAK
0.012965000000000,12,0x68,0x7F,Write,ACK
0.013065500000000,12,0x68,0x83,Write,ACK
0.013599500000000,13,0x60,0x73,Write,ACK
0.013702500000000,13,0x60,0x02,Write,ACK
0.014252500000000,14,0x68,0x34,Write,ACK
0.014470500000000,15,0x69,0x00,Read,NAK
0.031287500000000,16,0x68,0x34,Write,ACK
0.031505000000000,17,0x69,0x00,Read,NAK
0.032051000000000,18,0x60,0x6E,Write,ACK
0.032269000000000,19,0x61,0x73,Read,ACK
0.032374000000000,19,0x61,0x01,Read,NAK
0.032918000000000,20,0x60,0x69,Write,ACK
0.033018500000000,20,0x60,0x80,Write,ACK
0.033554500000000,21,0x60,0x6E,Write,ACK
0.033772500000000,22,0x61,0xBA,Read,ACK
0.033877500000000,22,0x61,0x00,Read,NAK
0.034419000000000,23,0x60,0x6E,Write,ACK
0.034801000000000,24,0x61,0xBB,Read,ACK
0.034906000000000,24,0x61,0x00,Read,NAK
0.035454000000000,25,0x60,0x69,Write,ACK
0.035556500000000,25,0x60,0xFF,Write,ACK
0.036180500000000,26,0x60,0x70,Write,ACK
0.036398500000000,27,0x61,0x00,Read,NAK
0.037482500000000,28,0x60,0x61,Write,ACK
0.037700000000000,29,0x61,0x00,Read,NAK
0.039750000000000,30,0x68,0x34,Write,ACK
0.039968000000000,31,0x69,0x00,Read,NAK
0.047281500000000,32,0x68,0x34,Write,ACK
0.047499500000000,33,0x69,0x00,Read,NAK
0.048045000000000,34,0x60,0x6E,Write,ACK
0.048263000000000,35,0x61,0x73,Read,ACK
0.048368000000000,35,0x61,0x01,Read,NAK
0.048912000000000,36,0x60,0x69,Write,ACK
0.049015000000000,36,0x60,0x80,Write,ACK
0.049552500000000,37,0x60,0x6E,Write,ACK
0.049770500000000,38,0x61,0xBB,Read,ACK
0.049875500000000,38,0x61,0x00,Read,NAK
0.050419500000000,39,0x60,0x6E,Write,ACK
0.050799000000000,40,0x61,0xBB,Read,ACK
0.050904000000000,40,0x61,0x00,Read,NAK
0.051454000000000,41,0x60,0x69,Write,ACK
0.051557000000000,41,0x60,0xFF,Write,ACK
0.052180500000000,42,0x60,0x70,Write,ACK
0.052398500000000,43,0x61,0x00,Read,NAK
0.067280000000000,44,0x68,0x34,Write,ACK
0.067497500000000,45,0x69,0x00,Read,NAK
0.068043500000000,46,0x60,0x6E,Write,ACK
0.068261500000000,47,0x61,0x74,Read,ACK
0.068366500000000,47,0x61,0x01,Read,NAK
0.068908000000000,48,0x60,0x69,Write,ACK
0.069009000000000,48,0x60,0x80,Write,ACK
0.069547000000000,49,0x60,0x6E,Write,ACK
0.069765000000000,50,0x61,0xBB,Read,ACK
0.069870000000000,50,0x61,0x00,Read,NAK
0.070411500000000,51,0x60,0x6E,Write,ACK
0.070797500000000,52,0x61,0xBB,Read,ACK
0.070902500000000,52,0x61,0x00,Read,NAK
0.071452500000000,53,0x60,0x69,Write,ACK
0.071555000000000,53,0x60,0xFF,Write,ACK
0.072179000000000,54,0x60,0x70,Write,ACK
0.072397000000000,55,0x61,0x00,Read,NAK
0.077900500000000,56,0x60,0x70,Write,ACK
0.078188500000000,57,0x61,0x00,Read,NAK
0.079234500000000,58,0x68,0x34,Write,ACK
